Date,Ticker,0,id
2020-05-22,LSE:FDM,2.01,11108
2020-05-22,LSE:FERG,1.87,17611
2020-05-22,LSE:FGP,1.89,15808
2020-05-22,LSE:FLTR,0.73,15809
2020-05-22,LSE:FORT,-0.24,17105
2020-05-22,LSE:FOUR,1.86,15603
2020-05-22,LSE:FOXT,0.96,21101
2020-05-22,LSE:FRAS,1.83,15706
2020-05-22,LSE:FRES,1.58,18302
2020-05-22,LSE:FSJ,0.08,17704
2020-05-22,LSE:FSTA,0.33,15810
2020-05-22,LSE:FUTR,6.02,15604
2020-05-22,LSE:FXPO,2.74,18206
2020-05-22,LSE:GAW,2.66,15401
2020-05-22,LSE:GDWN,2.72,18207
2020-05-22,LSE:GFRD,-0.96,17106
2020-05-22,LSE:GFS,0.23,17612
2020-05-22,LSE:GFTU,-0.13,17613
2020-05-22,LSE:GLE,-0.42,15307
2020-05-22,LSE:GLEN,1.01,19106
2020-05-22,LSE:GLO,1.44,20102
2020-05-22,LSE:GNC,-3.06,16207
2020-05-22,LSE:GNS,1.2,13303
2020-05-22,LSE:GOG,-0.68,15811
2020-05-22,LSE:GRG,2.17,16401
2020-05-22,LSE:GSK,0.2,13304
2020-05-22,LSE:GYM,2.09,15812
2020-05-22,LSE:GYS,0.46,15813
2020-05-22,LSE:HAS,1.81,17614
2020-05-22,LSE:HEAD,-0.63,15308
2020-05-22,LSE:HFD,0.01,15707
2020-05-22,LSE:HFG,1.47,16208
2020-05-22,LSE:HIK,0.86,13305
2020-05-22,LSE:HILS,1.43,18208
2020-05-22,LSE:HLMA,0.92,17303
2020-05-22,LSE:HOC,5.59,18303
2020-05-22,LSE:HSBA,-1.01,14103
2020-05-22,LSE:HSV,2.07,17615
2020-05-22,LSE:HSW,-0.72,15814
2020-05-22,LSE:HSX,0.47,14504
2020-05-22,LSE:HTG,-0.38,19107
2020-05-22,LSE:HTWS,1.75,12203
2020-05-22,LSE:HUNT,0.0,21102
2020-05-22,LSE:HWDN,0.35,15708
2020-05-22,LSE:HYVE,5.38,15605
2020-05-22,LSE:IAG,2.62,15815
2020-05-22,LSE:IBM,0.18,11109
2020-05-22,LSE:IBST,0.74,17107
2020-05-22,LSE:ICP,1.19,14303
2020-05-22,LSE:IGG,0.55,14304
2020-05-22,LSE:IHG,2.5,15816
2020-05-22,LSE:IMB,-1.44,16302
2020-05-22,LSE:IMI,1.1,17304
2020-05-22,LSE:INCH,-0.4,15709
2020-05-22,LSE:INDV,5.28,13306
2020-05-22,LSE:INF,0.96,15606
2020-05-22,LSE:INVP,-0.72,14305
2020-05-22,LSE:IPF,-1.88,14204
2020-05-22,LSE:ITRK,3.07,17616
2020-05-22,LSE:ITV,1.89,15607
2020-05-22,LSE:IWG,0.41,17617
